transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
OVKC842H7R09XG,3.52187E+15,dki,Vino Mayasari,M,2007,D11,Depok - BKN,0,B02472P,Moch Yusuf Raya 1,-6.379631,106.84094,5,4/17/2023 9:10,B04201P,Sbr. Pesona Square,-6.379679,106.84426,6,4/17/2023 9:35,3500
HOLY159I9T33UI,4.88388E+15,dki,R.A. Endah Hardiansyah,M,1966,JAK.14,Tanah Abang - Meruya,0,B05012P,Simpang Meruya Ilir Srengseng,-6.196942,106.75667,53,4/17/2023 7:45,B03247P,Ruko Meruya Ilir,-6.197437,106.75067,57,4/17/2023 9:16,0
RNUO456N1U92YQ,3.45386E+14,emoney,Dr. Eka Wahyudin,M,1981,JAK.03,Lebak Bulus - Andara,1,B04650P,Sekolah Purba Adhika 1,-6.311037,106.78555,11,4/17/2023 8:37,B03389P,SDN Lebak Bulus 02,-6.303808,106.77775,17,4/17/2023 9:05,0
UBWV410E4V01ZP,4.87477E+18,brizzi,"dr. Farah Yuliarti, M.Pd",F,1985,6C,Stasiun Tebet - Karet via Patra Kuningan,0,B00064P,Ariobimo Sentral,-6.227471,106.83328,7,4/17/2023 10:59,B04505P,Sbr. Standard Chartered,-6.217407,106.81934,22,4/17/2023 12:18,3500
KFIF657N0K57QC,4.82744E+15,dki,"R.A. Oliva Yuliarti, M.Kom.",F,1992,4D,Pulo Gadung 2 - Kuningan,1,P00135,Matraman 2,-6.19891,106.8545,9,4/17/2023 8:05,P00238,Sunan Giri,-6.193267,106.88367,15,4/17/2023 8:28,3500
LLLO987C0L47MC,6.54716E+15,dki,drg. Artawan Sitorus,M,1952,,,0,B03214P,RSUD Pasar Minggu,-6.293553,106.82083,39,4/17/2023 12:23,B05841P,Univ. Tarumanegara Cilandak KKO,-6.293511,106.81635,40,4/17/2023 13:07,3500
WCHQ092P3O12LS,4.99371E+12,online,Gaduh Nasyidah,F,1990,2E,Rusun Rawa Bebek - Kodamar,1,B02801P,Perum Tpi 2,-6.19745,106.93516,15,4/17/2023 11:12,B03291P,Rusun Rawa Bebek,-6.196241,106.9658,26,4/17/2023 12:42,0
SGFH457G8H89YS,3.46835E+14,emoney,Puti Vanya Suartini,F,1986,1R,Senen - Tanah Abang,0,B05725P,Term. Senen,-6.17356,106.84213,0,4/17/2023 8:52,,,,,,,3500
SEAR040Y0C13ON,4.01657E+12,online,R.M. Mursita Hariyah,M,1972,JAK.32,Lebak Bulus - Petukangan,0,B04795P,Simpang Deplu Veteran Raya,-6.271822,106.76451,10,4/17/2023 11:58,,,,,,,0
LKMZ982P0Z73XO,5.32147E+15,dki,"Tania Halimah, S.Ked",F,2002,13B,Puri Beta - Pancoran Barat,0,P00044,CSW 1,-6.23994,106.79843,10,4/17/2023 7:35,P00144,Pancoran Barat Arah Timur,-6.241571,106.83808,13,4/17/2023 8:48,3500
OHGB014H3D36DC,2.71682E+15,dki,Mahfud Uyainah,M,1973,2A,,1,P00150,Pasar Cempaka Putih,-6.172325,106.86246,16,4/17/2023 13:01,P00038,Cempaka Timur,-6.166584,106.87591,19,4/17/2023 13:39,3500
OBPC944O1I97VR,3.50297E+15,dki,Ivan Riyanti,M,1965,6Q,,0,B00340P,Epiwalk Epicentrum,-6.217666,106.83547,10,4/17/2023 8:34,B05644P,Taman Rasuna Tower 17,-6.217105,106.83598,30,4/17/2023 9:59,3500
JYHW904Y9N94PE,3.05668E+13,bni,"Ulva Habibi, S.Pt",F,1997,JAK.28,Kp. Rambutan - Taman Wiladatika,1,B03344P,SDN Cibubur 01,-6.354808,106.87871,5,4/17/2023 8:16,B02188P,Mall Cijantung,-6.312041,106.86245,28,4/17/2023 10:06,0
WYMW251V5E38XL,4.61391E+15,dki,"Viman Mayasari, M.Pd",M,1992,M6,Ragunan - MH Thamrin,0,P00273,Warung Jati,-6.262364,106.82977,14,4/17/2023 13:06,P00164,Pejaten,-6.278404,106.82972,16,4/17/2023 14:15,3500
DYTI675U8U46OO,3.58175E+15,dki,Titin Yolanda,M,1989,JAK.106,Terminal Kampung Melayu - Terminal Klender,1,B06770P,Jln. Aneka Elok 2,-6.223013,106.891085,15,4/17/2023 7:17,B04975P,Simpang Lingkar Duren Sawit,-6.220922,106.91561,21,4/17/2023 8:02,0
CLKU289I7O48NX,4.69902E+15,dki,Padmi Tamba,F,2009,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,1,B05908P,Yaspen Islam Al Mamur Ciganjur,-6.345678,106.80344,41,4/17/2023 8:33,B04061P,Sbr. Masjid Jami Asy Syakirin,-6.351065,106.80161,43,4/17/2023 10:17,0
UEFO958F6H15GZ,3.04115E+13,bni,Sidiq Nuraini,M,1980,M9,Pinang Ranti - Pluit,0,P00179,Pinang Ranti,-6.291075,106.88634,0,4/17/2023 8:54,P00126,Latumeten Stasiun Grogol Arah Utara,-6.16106,106.7904,19,4/17/2023 9:50,3500
SZGY419B0J64ZM,2.13121E+14,emoney,"dr. Rahman Anggraini, S.Psi",F,2007,1K,Cibubur Junction - Blok M,0,B05544P,Summitmas,-6.225826,106.80402,6,4/17/2023 7:39,B06579P,Blok M Jalur 4,-6.243474,106.80188,9,4/17/2023 8:22,20000
YCAD741A4T88EP,4.80457E+12,online,"Ira Mansur, M.TI.",F,1988,JAK.53,Grogol - Pos Pengumben via Slipi,0,B00516P,Gg. Mawar Kb. Jeruk,-6.197361,106.7672,47,4/17/2023 8:59,B06854P,Jln. Srengseng Raya 3,-6.213944,106.759758,61,4/17/2023 10:25,0
ZFIR858U1V33GI,4.42244E+12,online,"dr. Agnes Nugroho, S.T.",F,2004,JAK.88,Terminal Tanjung Priok - Ancol Barat,0,B05976P,Jln. B,-6.13446,106.83491,18,4/17/2023 6:23,B05989P,Jln. Ancol Barat 6,-6.12481,106.81983,36,4/17/2023 7:15,0
KSHL447V6J96BK,4.06838E+12,online,Rahayu Iswahyudi,F,1983,2B,Harapan Indah - ASMI,1,B00685P,Gramedia Harapan Indah,-6.17631,106.97427,27,4/17/2023 10:47,P00157,Pasar Modern Harapan Indah,-6.168544,106.97431,28,4/17/2023 12:18,3500
RHSI298T5V65TH,4.05574E+12,online,Genta Nurdiyanti,F,1988,6B,Ragunan - MH Thamrin via Semanggi,1,P00051,Dukuh Atas,-6.205702,106.82223,3,4/17/2023 11:14,P00129,Mampang Prapatan,-6.242699,106.82572,6,4/17/2023 12:58,3500
USTT233F2X87CD,3.70015E+14,emoney,Surya Marpaung,F,2010,JAK.48B,Stasiun Tebet - Kampung Melayu,0,B01323P,Jln. Limo Jatinegara Timur,-6.223388,106.86808,14,4/17/2023 8:39,B04623P,Sekolah Cahaya Sakti Otista I,-6.225391,106.86708,15,4/17/2023 10:21,
DSID838U1X11LU,3.53487E+15,dki,"dr. Bakti Waskita, S.Sos",M,1992,4C,TU Gas - Bundaran Senayan,1,P00012,Bendungan Hilir,-6.217137,106.81528,3,4/17/2023 10:57,P00104,Karet Sudirman,-6.212457,106.82003,4,4/17/2023 12:01,3500
WQHK289O5Z13MC,6.5922E+15,dki,"Cut Ifa Kusumo, S.Pt",F,1979,M8,Lebak Bulus - Pasar Baru,1,P00110,Kedoya Assiddiqiyah,-6.174495,106.76585,14,4/17/2023 8:22,P00212,S Parman Podomoro City Arah Timur,-6.175799,106.79308,19,4/17/2023 10:18,3500
RFPJ202E5R42MJ,4.823E+15,dki,Candrakanta Pratiwi,F,1986,JAK.86,Term. Rawamangun - Term. Manggarai,1,B06557P,Kampus Frans Seda,-6.204283,106.87857,16,4/17/2023 9:43,B06560P,Kel. Rawamangun,-6.199099,106.8808,19,4/17/2023 11:10,0
QXEL059Q6K08WZ,5.5502E+15,dki,Cakrabirawa Manullang,M,1981,9E,Kebayoran Lama - Jelambar,0,B03619P,Sbr. Hotel Mulia,-6.214132,106.79537,9,4/17/2023 6:57,P00087,Jelambar,-6.166548,106.78651,15,4/17/2023 7:57,3500
EAFX056V4P04BH,4.50484E+15,dki,Omar Nuraini,F,2006,JAK.120,JIS - Terminal Muara Angke,0,B03024P,Pusat Pengelolaan Komplek Kemayoran,-6.151371,106.84188,10,4/17/2023 7:07,B04385P,Sbr. Sekolah Fajar Sion,-6.138169,106.81723,26,4/17/2023 8:30,0
ZKEN370Y4B35BM,2.29434E+15,dki,Gaiman Mandasari,M,1983,5M,Kampung Melayu - Tanah Abang via Cikini,1,B00495P,Gg. Kelor 2,-6.211486,106.86066,27,4/17/2023 9:40,,SMPN 14,-6.214718,106.86485,28,4/17/2023 10:45,3500
PZZD205Z3C72YX,2.72023E+15,dki,Anggabaya Mangunsong,F,1985,9C,Pinang Ranti - Bundaran Senayan,1,P00144,Pancoran Barat Arah Timur,-6.241571,106.83808,6,4/17/2023 11:27,P00018,BNN Arah Barat,-6.24651,106.87318,12,4/17/2023 12:36,3500
APKU708N5Q10YF,3.50891E+15,dki,"Drs. Bakidin Setiawan, S.E.",F,1965,9H,Blok M - Universitas Indonesia,1,B03311P,Santo Lukas,-6.244763,106.84319,12,4/17/2023 6:05,B05931P,YBK,-6.270872,106.8466,23,4/17/2023 7:43,3500
RJDD768A0R54GX,2.13166E+14,emoney,Uchita Mustofa,F,1996,2Q,Gondangdia - Balai Kota,1,B05445P,St. Gondangdia 2,-6.185054,106.8323,5,4/17/2023 12:47,B06034P,Masjid Cut Nyak Dien,-6.1874,106.8317,6,4/17/2023 14:29,3500
MISJ839U3A46GY,4.59034E+15,dki,Drs. Bakiman Rahmawati,M,1970,9C,Pinang Ranti - Bundaran Senayan,0,P00119,Kuningan Barat,-6.23725,106.82794,11,4/17/2023 8:25,P00071,Gelora Bung Karno,-6.224217,106.8058,13,4/17/2023 9:54,3500
TDCZ151L9L44QJ,1.8004E+14,emoney,Maimunah Hassanah,M,2003,,,1,B00437P,Gg. Damai Lingkar Timur,-6.194933,106.94389,36,4/17/2023 6:55,B01289P,Jln. Komarudin Timur Lingkar Timur,-6.196226,106.94401,37,4/17/2023 8:52,0
FDRI920N1X80ZX,3.03754E+13,bni,Drs. Gaman Hidayanto,M,1992,JIS3,Harmoni - Jakarta International Stadium,1,B04789P,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,4/17/2023 11:12,P00095,JIS,-6.126689,106.85587,14,4/17/2023 12:24,3500
SSGO030G9Y66QA,4.66854E+15,dki,Queen Wahyudin,F,1981,JAK.20,Cawang UKI - Lubang Buaya,1,B03010P,Puri Ardhya Garini,-6.25703,106.88392,31,4/17/2023 6:13,B00671P,Graha Dirgantara,-6.255702,106.88296,32,4/17/2023 6:46,0
FBIT556I8B04IP,5.01843E+11,flazz,"Tgk. Ikin Sitorus, S.I.Kom",M,1966,12A,Pelabuhan Kaliadem - Kota,1,B05519P,Stella Maris 2,-6.112308,106.79234,6,4/17/2023 10:51,,Pluit 1,-6.115636,106.7909,10,4/17/2023 12:17,3500
OUIJ548L1T98ZD,3.40306E+14,emoney,Carla Utama,F,1980,JAK.42,Kampung Melayu - Pondok Kelapa,0,B05653P,Taman Simpang Jatinegara,-6.217541,106.87352,5,4/17/2023 8:12,B02077P,Koperasi Serba Usaha,-6.222036,106.89954,23,4/17/2023 8:50,0
KHDZ991R0G99QA,1.80073E+14,emoney,T. Darijan Gunarto,F,2002,JAK.01,Tanjung Priok - Plumpang,0,B01312P,Jln. Lagoa Kanal,-6.111979,106.88416,3,4/17/2023 9:16,B04653P,Sekolah Remaja Sungai Bambu,-6.1262,106.88414,12,4/17/2023 11:00,0
DAIT987E2A67CS,5.03841E+11,flazz,drg. Mala Nugroho,F,1981,13B,Puri Beta - Pancoran Barat,0,P00001,Adam Malik,-6.236466,106.74786,2,4/17/2023 7:07,P00096,JORR,-6.236104,106.75488,3,4/17/2023 7:33,3500
DHUB383S5R68AI,6.01141E+15,dki,Sari Pradipta,M,1988,1F,Stasiun Palmerah - Bundaran Senayan,0,P00230,St. Palmerah,-6.208908,106.79706,0,4/17/2023 13:59,P00218,Senayan JCC Arah Timur,-6.214145,106.809,4,4/17/2023 15:33,3500
BWEJ813Y2O63NZ,4.71862E+12,online,"Salimah Gunarto, M.Pd",F,1968,B21,Bekasi Timur - Cawang,1,B00666P,GP Mall 2,-6.259474,107.01987,4,4/17/2023 8:43,B00194P,BTC 2,-6.258258,107.0206,5,4/17/2023 9:51,3500
YBAY950X3C12RF,4.79014E+15,dki,Laswi Kusumo,M,2011,9,,0,P00090,Jembatan Dua,-6.143279,106.79352,22,4/17/2023 11:47,P00170,Penjaringan,-6.126306,106.79203,24,4/17/2023 13:26,3500
ZFAA517H7D04JJ,3.56696E+15,dki,Damar Hutagalung,F,2011,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0,B05640P,Taman PIK Penggilingan,-6.2042,106.93176,11,4/17/2023 13:08,B02800P,Perum Tpi 1,-6.197379,106.93513,22,4/17/2023 15:05,3500
GSJN241P7Q96MZ,4.56582E+15,dki,Drs. Victoria Sihombing,M,1998,JAK.07,Tanah Abang - Grogol via Tawakal,1,B04986P,Simpang Mandala Selatan Timur,-6.17199,106.80098,16,4/17/2023 7:40,B02290P,Masjid Baiturrohman Jati Pulo,-6.180697,106.80715,25,4/17/2023 8:22,0
IDYT576O8P23GS,2.13184E+14,emoney,Tri Handayani,M,2009,JAK.37,Cililitan - Condet via Kayu Manis,0,B04480P,Sbr. SMPN 209,-6.288607,106.86376,21,4/17/2023 8:48,B00520P,Gg. Mundu II Tengah,-6.293006,106.86333,25,4/17/2023 9:18,0
DBGC932V2N35KF,4.7363E+15,dki,Ilsa Kurniawan,F,2008,T11,Poris Plawad - Bundaran Senayan,0,B02735P,Pengayoman,-6.175358,106.64801,3,4/17/2023 6:23,B02287P,Masjid Baiturrahman 1,-6.210375,106.61931,12,4/17/2023 7:51,3500
UNHH088K9H07AY,6.30485E+11,flazz,Jaga Saputra,M,2012,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,1,B03012P,Puri Casablanca,-6.225081,106.8384,18,4/17/2023 12:21,B02082P,Casablanca,-6.22425,106.84452,20,4/17/2023 13:09,
IUWP033X3C27LS,3.75884E+14,emoney,Balamantri Safitri,M,1988,JAK.59,Rawamangun - Tanah Merah,1,B03005P,Pulo Mas Residence,-6.175379,106.88744,19,4/17/2023 10:38,B04422P,Sbr. SMAN 21,-6.184462,106.88737,23,4/17/2023 12:35,0
PQJT290P2X87LJ,1.80076E+14,emoney,Cakrawangsa Hidayat,F,2008,JAK.56,Grogol - Srengseng,1,B01441P,Jln. Palmerah Barat IV,-6.206862,106.78637,13,4/17/2023 11:35,B01291P,Jln. Komplek Migas V Palmerah,-6.197003,106.78772,22,4/17/2023 12:54,0
MEXV550K4N28NM,3.04713E+13,bni,Dr. Enteng Safitri,F,1988,M3,Kalideres - Bundaran HI via Veteran,0,P00237,Sumur Bor,-6.153046,106.71929,14,4/17/2023 13:29,P00175,Pesakih,-6.154803,106.71527,15,4/17/2023 13:56,3500
TBID577K7R84HC,4.04031E+12,online,"Asirwanda Najmudin, S.Ked",M,1993,,,0,B00806P,IRTI,-6.1803,106.82618,0,4/17/2023 12:33,B06049P,Melody Golf,-6.091746,106.7461,7,4/17/2023 13:11,0
KFCG583P5W65EV,2.13119E+14,emoney,Atma Sirait,F,1988,JAK.39,Kalimalang - Duren Sawit,1,B05790P,TPU Pondok Kelapa,-6.237272,106.94293,1,4/17/2023 5:23,B05148P,Simpang Serdang Swadaya Raya 2,-6.227633,106.91484,28,4/17/2023 6:17,0
RESN841B5B93LT,4.54188E+12,online,Drs. Hani Pratama,F,2012,JAK.31,Blok M - Andara,1,B04065P,Sbr. Masjid Jami Darussalam Pinang,-6.307844,106.79875,10,4/17/2023 11:34,B03631P,Sbr. Jln. Albarkah I Cilandak,-6.285954,106.79961,25,4/17/2023 12:28,0
AYXO461K4Z06JV,4.3213E+15,dki,Gilda Kuswandari,F,1987,6T,Pasar Minggu - Velbak,0,B00342P,Essence Dharmawangsa,-6.257365,106.80495,30,4/17/2023 10:45,B02391P,Mayestik 1,-6.242041,106.79116,38,4/17/2023 11:07,3500
OFRU653L4H15JL,6.76372E+11,flazz,"T. Tirta Andriani, S.Farm",F,1987,JAK.22,Dwikora - Penas Kalimalang,0,B02141P,Lion Center,-6.240451,106.87898,13,4/17/2023 13:26,B00235P,Cawang Soetoyo 2,-6.245259,106.876,15,4/17/2023 14:02,0
OPTW494C3N73UA,4.18119E+15,dki,Eli Budiman,M,1977,11B,Rusun Rawa Bebek - Penggilingan,1,B06654P,Walikota Jakarta Timur 1,-6.212327,106.94515,1,4/17/2023 6:11,,,,,,,0
PNXP590R1F61KT,3.68836E+13,bni,Jaya Waskita,F,1981,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,1,B00115P,UPT. LLHD 2,-6.225501,106.83489,5,4/17/2023 18:20,B04263P,Sbr. Puskesmas Setiabudi,-6.206882,106.83363,12,4/17/2023 19:17,3500
YRCP386D9V49UB,6.30471E+11,flazz,Aisyah Budiman,F,2011,7,Kampung Rambutan - Bidara Cina,1,P00204,RS Harapan Bunda,-6.301956,106.86803,13,4/17/2023 20:54,P00247,Tanah Merdeka Arah Timur,-6.307866,106.87389,15,4/17/2023 22:12,3500
EZUZ270J6R38YL,4.54377E+15,dki,Rahmi Hartati,M,1976,1E,Pondok Labu - Blok M,1,B02538P,One Belpark 1,-6.304695,106.79445,18,4/17/2023 16:45,B05072P,Simpang Pinang I Pondok Labu,-6.309114,106.79567,21,4/17/2023 18:17,3500
IHJB589N4K44CG,4.71258E+15,dki,Padma Nugroho,M,1995,11Q,Kampung Melayu - Pulo Gebang via BKT,1,B00100P,Baladewa Residence,-6.229648,106.91038,13,4/17/2023 17:19,P00194,Pulo Gebang,-6.213275,106.953327,27,4/17/2023 18:34,3500
XJWA088Q1H18AQ,3.52252E+15,dki,Amelia Nasyidah,F,1986,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,0,B00171P,Boulevard Kelapa Cengkir Raya,-6.165966,106.90211,38,4/17/2023 19:47,B04915P,Simpang Kelapa Cengkir Flamboyan,-6.169191,106.90736,40,4/17/2023 21:37,0
VOHJ050G0T00TC,4.12448E+18,brizzi,Cut Septi Wulandari,M,2004,1F,Stasiun Palmerah - Bundaran Senayan,0,P00071,Gelora Bung Karno,-6.224217,106.8058,5,4/17/2023 15:19,P00026,Bundaran Senayan,-6.227869,106.80094,6,4/17/2023 16:19,3500
RGHA448H5Q72AJ,2.13122E+14,emoney,"Drs. Uli Hasanah, M.Ak",F,2005,10,Tanjung Priok - PGC 2,1,P00178,PGC 2,-6.2619,106.8657,0,4/17/2023 17:13,P00168,Penas Kalimalang,-6.23907,106.878,4,4/17/2023 18:34,3500
QFMG392B5K14AN,3.59248E+15,dki,Cayadi Mayasari,M,2009,M3,Kalideres - Bundaran HI via Veteran,0,P00087,Jelambar,-6.166548,106.78651,7,4/17/2023 16:16,P00088,Jembatan Baru,-6.154831,106.73038,12,4/17/2023 17:39,3500
WRHY174M5T04OE,4.12167E+12,online,H. Eko Novitasari,F,1994,JAK.120,JIS - Terminal Muara Angke,0,B06563P,Sbr. Baywalk 2,-6.110582,106.77963,38,4/17/2023 20:53,B05714P,Term. Muara Angke 2,-6.109001,106.77349,40,4/17/2023 21:44,0
JVDG477N6K70QL,3.00495E+13,bni,"Ophelia Kuswoyo, S.Farm",M,1983,S21,Ciputat - CSW,1,B01304P,Jln. KRI Harimau,-6.253467,106.79112,6,4/17/2023 20:41,,UMJ 2,-6.295705,106.76554,17,4/17/2023 21:51,3500
ZWAJ337B6U28IS,3.54698E+15,dki,"Drs. Vicky Ardianto, S.Pd",F,1982,2B,Harapan Indah - ASMI,0,P00157,Pasar Modern Harapan Indah,-6.168544,106.97431,0,4/17/2023 18:43,B02693P,Ps. Ujung Menteng,-6.190104,106.96693,7,4/17/2023 20:20,3500
CXLD320Z7Y96KF,4.58283E+15,dki,"Rahmi Siregar, S.E.I",M,1989,M3,Kalideres - Bundaran HI via Veteran,0,,RS Sumber Waras,-6.166294,106.79675,5,4/17/2023 19:52,P00243,Taman Kota,-6.157176,106.75789,9,4/17/2023 20:49,3500
SUOT754C0F89RO,4.57686E+18,brizzi,"R. Saiful Riyanti, S.E.I",F,1990,JAK.72,,0,B02145P,Litbang Depnaker Jaktim,-6.31213,106.86264,48,4/17/2023 16:56,B04388P,Sbr. Sekolah Islam PB Soedirman,-6.314439,106.86316,49,4/17/2023 18:23,0
BLBR878L9Y32LN,4.84074E+15,dki,"Puti Ellis Haryanti, S.E.",F,2004,JAK.53,Grogol - Pos Pengumben via Slipi,1,B01131P,Jln. H. Nasir Srengseng,-6.205389,106.75825,12,4/17/2023 16:59,B04167P,Sbr. Ps. Pengampuan,-6.199282,106.76093,19,4/17/2023 18:42,0
TVBH904I6C97NW,3.75849E+14,emoney,"Ilyas Budiyanto, M.Pd",F,2010,JAK.58,Cilincing - Rorotan,1,B04077P,Sbr. Masjid Nurul Jannah Marunda,-6.119226,106.95707,32,4/17/2023 16:38,B02584P,Ps. Bebek Marunda 2,-6.111296,106.94801,35,4/17/2023 18:30,0
HYIO179O7W10XD,4.43716E+15,dki,"Eva Siregar, S.Gz",F,2007,1N,Tanah Abang - Blok M,1,B00326P,Dukuh Atas 4,-6.204819,106.8221,11,4/17/2023 20:17,B03314P,MH Thamrin 2,-6.188238,106.82277,15,4/17/2023 21:31,3500
NSCO625G8E21QB,3.70096E+14,emoney,Pranata Tampubolon,F,1979,M4,Pulo Gadung 2 - Dukuh Atas 2,1,P00077,Halimun,-6.205137,106.83338,14,4/17/2023 18:55,P00052,Dukuh Atas 2,-6.203276,106.82377,15,4/17/2023 20:10,3500
IFLG072B3B95QT,6.3042E+11,flazz,"Hani Ardianto, S.Ked",F,1997,1K,,0,B02414P,Menara Mandiri,-6.223667,106.8071,4,4/17/2023 20:37,B00611P,Gelora Bung Karno 1,-6.224642,106.8056,5,4/17/2023 21:30,20000
PDDV645J2L03BN,3.54036E+15,dki,R. Cornelia Saputra,M,1985,2E,Rusun Rawa Bebek - Kodamar,1,B02947P,Pool Taksi,-6.188631,106.93426,10,4/17/2023 16:24,B06654P,Walikota Jakarta Timur 1,-6.212327,106.94515,23,4/17/2023 18:12,0
CMTO376Y0P92BK,2.13125E+14,emoney,"Tgk. Salwa Wahyudin, M.Kom.",F,1991,S31,Bintaro - Fatmawati,1,B00229P,Carrefour Lebak Bulus,-6.287529,106.7768,4,4/17/2023 16:12,B00148P,Bintaro Xchange,-6.286813,106.72865,5,4/17/2023 18:00,20000
UBFQ140Q6H49CU,6.01172E+15,dki,Ade Halimah,F,1993,1R,Senen - Tanah Abang,1,B01638P,Jln. Taman Jatibaru Timur,-6.182778,106.8129,2,4/17/2023 20:28,B05315P,SMKN 38,-6.181971,106.8174,4,4/17/2023 21:25,3500
MSIJ419Q0X30DR,4.72487E+15,dki,Laila Yulianti,F,1999,6U,Blok M - Pasar Minggu,1,B06633P,Sbr. Kel. Ps. Minggu,-6.285514,106.84058,0,4/17/2023 18:43,P00053,Duren Tiga,-6.252377,106.82697,17,4/17/2023 19:39,3500
PWAZ847C0L74AW,2.13111E+14,emoney,dr. Lalita Budiyanto,M,2011,,,0,B01813P,Kanisius,-6.185327,106.83551,3,4/17/2023 15:07,B03201P,RSPAD 3,-6.175462,106.83922,11,4/17/2023 15:58,3500
IRES291P5A16NC,3.50916E+15,dki,Labuh Kusumo,F,1992,9D,Pasar Minggu - Tanah Abang,1,B02408P,Menara Astra,-6.207361,106.8219,32,4/17/2023 19:58,B02972P,Pospol Jati Bunder,-6.189707,106.81317,46,4/17/2023 21:48,3500
DBIU432V4O77FZ,3.56964E+15,dki,"Kasim Prasetya, S.Ked",F,2001,1C,Pesanggrahan - Blok M,1,B00190P,BSI 1,-6.237724,106.76225,15,4/17/2023 18:13,B04320P,Sbr. SD Kartika X-2,-6.25399,106.75647,25,4/17/2023 20:07,3500
FSJV372W7U17WU,4.59278E+15,dki,Wakiman Sihombing,M,1976,2B,Harapan Indah - ASMI,0,P00028,Cakung United Tractors,-6.18324,106.92998,16,4/17/2023 18:39,P00258,Tipar Cakung,-6.183387,106.92463,17,4/17/2023 20:20,3500
EVQJ032C0S56AK,1.80002E+14,emoney,"Dr. Damu Winarno, S.IP",F,1994,8A,Jelambar - Juanda,1,P00260,Tomang Mandala,-6.176875,106.80037,4,4/17/2023 20:35,P00087,Jelambar,-6.166548,106.78651,6,4/17/2023 22:33,3500
WNGF504Q0C74QD,3.04534E+13,bni,Drs. Aurora Tarihoran,F,1983,JAK.52,Terminal Kalideres - Terminal Muara Angke,0,B03138P,RS Grand Family,-6.123468,106.73897,11,4/17/2023 18:10,B03695P,Sbr. Jln. Elang Laut Kamal,-6.124307,106.74907,14,4/17/2023 19:15,0
YWIS887Z6J11SD,3.78518E+14,emoney,"Tgk. Febi Farida, M.Farm",F,2009,JAK.13,Tanah Abang - Jembatan Lima,0,B03936P,Sbr. Kel. Tambora,-6.146476,106.80706,32,4/17/2023 20:23,B05068P,Simpang Perniagaan Tambora,-6.14163,106.80768,35,4/17/2023 21:55,0
SCPF577X4Q31WB,3.57573E+15,dki,Carla Tampubolon,M,1962,8A,Jelambar - Juanda,1,P00176,Petojo,-6.169984,106.81698,2,4/17/2023 20:55,P00211,S Parman Podomoro City Arah Barat,-6.175587,106.79223,5,4/17/2023 22:22,3500
LWHE737J5C33WA,4.02326E+15,dki,Among Wahyudin,F,1984,JAK.113,Rusun Sindang Koja - Kp. Sawah,0,B05598P,Taman Jln. Bhakti 1,-6.105653,106.94035,18,4/17/2023 16:15,B06179P,Gg. Swadaya 2 G,-6.133735,106.93576,19,4/17/2023 18:13,0
AHIR339W4Q14TD,2.1311E+14,emoney,T. Galar Rajasa,F,2000,M7,Kampung Rambutan - Monas,1,P00145,Pancoran Tugu Arah Barat,-6.2433,106.84388,12,4/17/2023 19:00,P00016,BKN,-6.257751,106.87,19,4/17/2023 20:56,3500
SODZ633N0P05RU,4.22773E+12,online,Maryanto Tamba,M,1982,M1,Blok M - Kota,1,P00256,MH Thamrin,-6.188149,106.82299,10,4/17/2023 17:48,P00051,Dukuh Atas,-6.205702,106.82223,13,4/17/2023 19:31,3500
EQKV146I8S25QJ,3.71749E+14,emoney,Waluyo Nuraini,M,1990,10K,Tanjung Priok - Senen via Taman BMW,1,B00109P,Bangau VI,-6.169278,106.84271,2,4/17/2023 18:40,B02306P,Masjid Jami Al Badariah Kemayoran,-6.153055,106.85922,23,4/17/2023 20:08,3500
JRDP627J2E21MM,4.76722E+15,dki,Edi Suryatmi,M,1995,JAK.24,Senen - Pulo Gadung via Kelapa Gading,1,B00046P,Aneka Apotek,-6.151647,106.87959,18,4/17/2023 18:18,B05549P,Sunter Boulevard Barat 1,-6.149527,106.88866,24,4/17/2023 19:54,0
OOHR864S4L18NE,4.40461E+18,brizzi,Tgk. Banawi Wibisono,M,1981,JAK.58,Cilincing - Rorotan,0,B04227P,Sbr. Ponpes Alhikmah Rorotan,-6.131475,106.95542,47,4/17/2023 17:57,B03513P,Sbr. Gg. Bulak I Rorotan,-6.132862,106.9553,48,4/17/2023 19:48,0
DAQB390F7D12TG,2.32122E+15,dki,"Lantar Aryani, S.Gz",M,1967,D21,Universitas Indonesia - Lebak Bulus,1,B05680P,Tj. Mas Raya,-6.308428,106.8391,24,4/17/2023 16:28,B05266P,SMAN 38,-6.336201,106.83579,33,4/17/2023 17:22,3500
